uuid,age,gender,education,occupation,country,race,nationality,income_category,target_words,n_texts,repeat_id,q_aut_1,q_aut_2,q_aut_3,q_aut_4,q_com_1,q_com_2,q_com_3,q_com_4,q_rel_1,q_rel_2,q_rel_3,q_rel_4,word_count,llm_aut,llm_com,llm_rel
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,1,2,4,4,3,5,4,4,3,4,4,4,3,4,282,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,1,3,4,4,3,5,4,4,3,4,4,4,3,4,282,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,3,1,4,4,3,5,4,4,3,4,4,4,3,4,818,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,3,2,4,4,3,5,4,4,3,4,4,4,3,4,818,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,3,3,4,4,3,5,4,4,3,4,4,4,3,4,818,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,5,1,4,4,3,5,4,4,3,4,4,4,3,4,1329,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,5,2,4,4,3,5,4,4,3,4,4,4,3,4,1329,3,4,4
17b4cf1dbbff4b9ba0442e4d6863796c,28 - 29,Female,Master's,Substance Abuse Counselor,USA,White,American,"From $55,001 to $89,744",300,5,3,4,4,3,5,4,4,3,4,4,4,3,4,1329,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,1,1,3,3,3,4,4,4,4,4,4,4,4,4,52,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,1,2,3,3,3,4,4,4,4,4,4,4,4,4,52,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,1,3,3,3,3,4,4,4,4,4,4,4,4,4,52,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,3,1,3,3,3,4,4,4,4,4,4,4,4,4,151,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,3,2,3,3,3,4,4,4,4,4,4,4,4,4,151,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,3,3,3,3,3,4,4,4,4,4,4,4,4,4,151,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,5,1,3,3,3,4,4,4,4,4,4,4,4,4,255,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,5,2,3,3,3,4,4,4,4,4,4,4,4,4,255,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",50,5,3,3,3,3,4,4,4,4,4,4,4,4,4,255,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,1,1,3,3,3,4,4,4,4,4,4,4,4,4,132,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,1,2,3,3,3,4,4,4,4,4,4,4,4,4,132,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,1,3,3,3,3,4,4,4,4,4,4,4,4,4,132,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,3,1,3,3,3,4,4,4,4,4,4,4,4,4,403,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,3,2,3,3,3,4,4,4,4,4,4,4,4,4,403,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,3,3,3,3,3,4,4,4,4,4,4,4,4,4,403,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,5,1,3,3,3,4,4,4,4,4,4,4,4,4,651,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,5,2,3,3,3,4,4,4,4,4,4,4,4,4,651,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",150,5,3,3,3,3,4,4,4,4,4,4,4,4,4,651,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,1,1,3,3,3,4,4,4,4,4,4,4,4,4,279,3,3,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,1,2,3,3,3,4,4,4,4,4,4,4,4,4,279,3,3,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,1,3,3,3,3,4,4,4,4,4,4,4,4,4,279,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,3,1,3,3,3,4,4,4,4,4,4,4,4,4,807,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,3,2,3,3,3,4,4,4,4,4,4,4,4,4,807,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,3,3,3,3,3,4,4,4,4,4,4,4,4,4,807,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,5,1,3,3,3,4,4,4,4,4,4,4,4,4,1348,3,4,4
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,5,2,3,3,3,4,4,4,4,4,4,4,4,4,1348,3,4,3
26653e3e08dd4b4a9392f71373353a91,45 - 49,Female,Other,retail_salesperson,USA,White,American,"From $28,008 to $55,000",300,5,3,3,3,3,4,4,4,4,4,4,4,4,4,1348,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,1,1,3,1,3,3,4,5,4,4,4,4,4,4,50,2,3,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,1,2,3,1,3,3,4,5,4,4,4,4,4,4,50,3,3,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,1,3,3,1,3,3,4,5,4,4,4,4,4,4,50,3,3,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,3,1,3,1,3,3,4,5,4,4,4,4,4,4,159,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,3,2,3,1,3,3,4,5,4,4,4,4,4,4,159,2,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,3,3,3,1,3,3,4,5,4,4,4,4,4,4,159,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,5,1,3,1,3,3,4,5,4,4,4,4,4,4,266,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,5,2,3,1,3,3,4,5,4,4,4,4,4,4,266,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,5,3,3,1,3,3,4,5,4,4,4,4,4,4,266,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,1,1,3,1,3,3,4,5,4,4,4,4,4,4,157,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,1,2,3,1,3,3,4,5,4,4,4,4,4,4,157,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,1,3,3,1,3,3,4,5,4,4,4,4,4,4,157,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,3,1,3,1,3,3,4,5,4,4,4,4,4,4,445,4,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,3,2,3,1,3,3,4,5,4,4,4,4,4,4,445,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,3,3,3,1,3,3,4,5,4,4,4,4,4,4,445,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,5,1,3,1,3,3,4,5,4,4,4,4,4,4,732,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,5,2,3,1,3,3,4,5,4,4,4,4,4,4,732,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",150,5,3,3,1,3,3,4,5,4,4,4,4,4,4,732,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,1,1,3,1,3,3,4,5,4,4,4,4,4,4,278,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,1,2,3,1,3,3,4,5,4,4,4,4,4,4,278,3,4,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,1,3,3,1,3,3,4,5,4,4,4,4,4,4,278,3,3,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,3,1,3,1,3,3,4,5,4,4,4,4,4,4,769,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,3,2,3,1,3,3,4,5,4,4,4,4,4,4,769,3,4,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,3,3,3,1,3,3,4,5,4,4,4,4,4,4,769,3,3,3
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,5,1,3,1,3,3,4,5,4,4,4,4,4,4,1233,3,4,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,5,2,3,1,3,3,4,5,4,4,4,4,4,4,1233,4,4,4
b0cc94a115164840a449c5ebe05b8120,45 - 49,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",300,5,3,3,1,3,3,4,5,4,4,4,4,4,4,1233,3,4,4
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,1,1,3,3,3,4,4,4,4,4,4,4,4,4,50,3,3,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,1,2,3,3,3,4,4,4,4,4,4,4,4,4,50,3,3,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,1,3,3,3,3,4,4,4,4,4,4,4,4,4,50,3,3,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,3,1,3,3,3,4,4,4,4,4,4,4,4,4,148,3,3,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,3,2,3,3,3,4,4,4,4,4,4,4,4,4,148,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,3,3,3,3,3,4,4,4,4,4,4,4,4,4,148,3,3,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,5,1,3,3,3,4,4,4,4,4,4,4,4,4,249,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,5,2,3,3,3,4,4,4,4,4,4,4,4,4,249,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",50,5,3,3,3,3,4,4,4,4,4,4,4,4,4,249,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,1,1,3,3,3,4,4,4,4,4,4,4,4,4,143,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,1,2,3,3,3,4,4,4,4,4,4,4,4,4,143,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,1,3,3,3,3,4,4,4,4,4,4,4,4,4,143,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,3,1,3,3,3,4,4,4,4,4,4,4,4,4,405,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,3,2,3,3,3,4,4,4,4,4,4,4,4,4,405,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,3,3,3,3,3,4,4,4,4,4,4,4,4,4,405,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,5,1,3,3,3,4,4,4,4,4,4,4,4,4,652,3,4,4
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,5,2,3,3,3,4,4,4,4,4,4,4,4,4,652,3,4,4
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",150,5,3,3,3,3,4,4,4,4,4,4,4,4,4,652,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,1,1,3,3,3,4,4,4,4,4,4,4,4,4,285,4,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,1,2,3,3,3,4,4,4,4,4,4,4,4,4,285,4,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,1,3,3,3,3,4,4,4,4,4,4,4,4,4,285,4,4,4
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,3,1,3,3,3,4,4,4,4,4,4,4,4,4,824,3,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,3,2,3,3,3,4,4,4,4,4,4,4,4,4,824,4,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,3,3,3,3,3,4,4,4,4,4,4,4,4,4,824,4,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,5,1,3,3,3,4,4,4,4,4,4,4,4,4,1322,4,4,3
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,5,2,3,3,3,4,4,4,4,4,4,4,4,4,1322,4,5,4
eae1340efdc8450faa965e2d72d26343,25 - 29,Female,Associate's,"Weigher, Measurer, Checker or Sampler",USA,White,American,"From $55,001 to $89,744",300,5,3,3,3,3,4,4,4,4,4,4,4,4,4,1322,4,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,1,1,3,3,3,4,4,4,4,4,4,4,4,4,52,3,3,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,1,2,3,3,3,4,4,4,4,4,4,4,4,4,52,3,3,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,1,3,3,3,3,4,4,4,4,4,4,4,4,4,52,2,3,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,3,1,3,3,3,4,4,4,4,4,4,4,4,4,152,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,3,2,3,3,3,4,4,4,4,4,4,4,4,4,152,4,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,3,3,3,3,3,4,4,4,4,4,4,4,4,4,152,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,5,1,3,3,3,4,4,4,4,4,4,4,4,4,252,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,5,2,3,3,3,4,4,4,4,4,4,4,4,4,252,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",50,5,3,3,3,3,4,4,4,4,4,4,4,4,4,252,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,1,1,3,3,3,4,4,4,4,4,4,4,4,4,157,4,4,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,1,2,3,3,3,4,4,4,4,4,4,4,4,4,157,4,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,1,3,3,3,3,4,4,4,4,4,4,4,4,4,157,4,4,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,3,1,3,3,3,4,4,4,4,4,4,4,4,4,449,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,3,2,3,3,3,4,4,4,4,4,4,4,4,4,449,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,3,3,3,3,3,4,4,4,4,4,4,4,4,4,449,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,5,1,3,3,3,4,4,4,4,4,4,4,4,4,747,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,5,2,3,3,3,4,4,4,4,4,4,4,4,4,747,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",150,5,3,3,3,3,4,4,4,4,4,4,4,4,4,747,3,4,3
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,1,1,3,3,3,4,4,4,4,4,4,4,4,4,281,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,1,2,3,3,3,4,4,4,4,4,4,4,4,4,281,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,1,3,3,3,3,4,4,4,4,4,4,4,4,4,281,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,3,1,3,3,3,4,4,4,4,4,4,4,4,4,802,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,3,2,3,3,3,4,4,4,4,4,4,4,4,4,802,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,3,3,3,3,3,4,4,4,4,4,4,4,4,4,802,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,5,1,3,3,3,4,4,4,4,4,4,4,4,4,1342,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,5,2,3,3,3,4,4,4,4,4,4,4,4,4,1342,3,3,4
0464b5a972c94f5c82794ce7851308f5,30 - 39,Female,High School,Securities and Commodities Sales Agent,USA,African American or Black,American,"From $55,001 to $89,744",300,5,3,3,3,3,4,4,4,4,4,4,4,4,4,1342,3,3,4
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,1,1,3,3,1,3,4,5,4,4,4,4,5,4,51,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,1,2,3,3,1,3,4,5,4,4,4,4,5,4,51,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,1,3,3,3,1,3,4,5,4,4,4,4,5,4,51,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,3,1,3,3,1,3,4,5,4,4,4,4,5,4,151,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,3,2,3,3,1,3,4,5,4,4,4,4,5,4,151,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,3,3,3,3,1,3,4,5,4,4,4,4,5,4,151,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,5,1,3,3,1,3,4,5,4,4,4,4,5,4,254,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,5,2,3,3,1,3,4,5,4,4,4,4,5,4,254,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",50,5,3,3,3,1,3,4,5,4,4,4,4,5,4,254,3,3,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,1,1,3,3,1,3,4,5,4,4,4,4,5,4,152,3,4,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,1,2,3,3,1,3,4,5,4,4,4,4,5,4,152,3,4,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,1,3,3,3,1,3,4,5,4,4,4,4,5,4,152,3,4,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,3,1,3,3,1,3,4,5,4,4,4,4,5,4,442,4,4,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,3,2,3,3,1,3,4,5,4,4,4,4,5,4,442,4,4,3
ba0157c52d584fe89b558e1ccf714ae9,25 - 29,Male,High School,Laborer or Freight Stock or Material Mover,USA,White,American,"From $28,008 to $55,000",150,3,3,3,3,1,3,4,5,4,4,4,4,5,4,442,3,4,3
